Train,Validation
0.6244285799613615,0.2547769220507875
0.4811808054139014,0.19557776426782414
0.4270171889642469,0.16383228028307156
0.3570374954314459,0.14168420975305596
0.32244970364635495,0.1229767632423615
0.2883174875561072,0.10716194595609392
0.23378075803218246,0.0950016587060325
0.21978113298513452,0.08566117064685237
0.19607267989998772,0.07857263815038058
0.17422510835589194,0.07123316772738282
0.15579936597622981,0.06666913329034435
0.1369322881609404,0.062162221952968715
0.12422009367926591,0.05707582480141095
0.11127691084430331,0.054206700212493235
0.09377617160884702,0.05092620232275554
0.08694906221563313,0.04780230906849005
0.08057489135638386,0.045998849674147003
0.07373138614455048,0.04334679478589369
0.06293456347114375,0.04202587931435935
0.060623475655811984,0.04012843507285021
0.054738504870408246,0.039486507174311854
0.051404794432273526,0.0387953096506547
0.044465306563442254,0.03765264713034338
0.04302844551144814,0.03766952112925296
0.04219063612676802,0.036769558686991125
0.03825385264900266,0.036098228288548334
0.03782766941351955,0.035292500668034264
0.03556362552454277,0.03562506885856998
0.03410874255457703,0.035171884815303645
0.033707868343307856,0.03543407909420072
0.0326166994185472,0.03468408078259351
0.031208179029477697,0.03447021250518001
0.031747849561831576,0.03408854171937826
0.03085246868431568,0.03391895695608489
0.02967002283350951,0.033381425376449315
0.029191471306847877,0.033069359450315944
0.028816045009765496,0.03246843410389764
0.02717166552130057,0.03188516889907876
0.026727635309505626,0.03183764511225175
0.02532010477568422,0.03095580337911236
0.0241610134539961,0.030175338153328214
0.023882296004769755,0.030040052639586586
0.022980371406491923,0.028486274106770147
0.022451496816107204,0.02733221104254528
0.020915432839470657,0.02639116022963913
0.020194474247848097,0.025491554692995792
0.019779629326191078,0.02475975108694057
0.018021297997155156,0.02340503373772514
0.018484649589272584,0.022009749429262416
0.016966912444351483,0.021272694182639218
0.016668380511810583,0.019877759549690753
0.015679531544446946,0.01947800563458277
0.015224094145304087,0.018478712082213286
0.013975655700580604,0.017607680259614573
0.013628061336218094,0.016622501756159626
0.012858964572502237,0.016255613180751704
0.012710964392085059,0.014845119519349264
0.011771527257095389,0.014242390858731708
0.01174127571284771,0.014067948119220686
0.010762136229345588,0.01305873910991513
0.01102854346184909,0.012772028372451966
0.010650588395897628,0.012179368913021623
0.010157881928037625,0.012382932816993217
0.010181130751409903,0.011541654287400295
0.010038086305670187,0.011525715883745223
0.009455685968808577,0.011158258095383644
0.009743037103314181,0.010670182983181915
0.009245990543645255,0.0105541500357949
0.009081493386504602,0.010709189600786385
0.008472086060918918,0.010519615693816117
0.008277770395384354,0.01007849851965296
0.008722788943167852,0.009321085964234508
0.00849962216820948,0.009335153895829404
0.008256161775516004,0.00892594038717905
0.00804243052669731,0.009333433062598413
0.007718895854694503,0.008824201836725887
0.007552214601032791,0.00861986380982764
0.007602873434420346,0.008541313414366878
0.007378097442390562,0.008384346720591492
0.007517171229178808,0.007540017493753409
0.007335110218422551,0.007733745565067749
0.007130314401496632,0.007784131600768591
0.0068362189558188935,0.007490992821676999
0.007257363599325929,0.0073358260969422304
0.00669876780791753,0.006655397081785665
0.00703276468149456,0.0067330925934472865
0.006750575404892973,0.007827666935948085
0.006575462006057809,0.007424194947341267
0.006451425964937729,0.00653576732670166
0.006568272822999021,0.006209966348370119
0.006664264317424525,0.006319311869387724
0.006492446675947329,0.006433448330404199
0.0063991475229461985,0.006471629725883202
0.006274552111114775,0.006084127954150341
0.006227535619495474,0.0056423222969229124
0.005971127179558991,0.006068848179919379
0.006038508667502882,0.005218285337394598
0.00597289042281253,0.00569550930807481
0.0060410049528542425,0.006331790058056311
0.005860872131449228,0.006584089802464052
0.005481682959817299,0.005446536981557705
0.0051579503766989625,0.005234201134619664
0.004994602199187692,0.005186734698256668
0.004905410240195235,0.005260176186886977
0.004727494785067987,0.005127141181835715
0.004586248698194517,0.005110977747838716
0.004677683711495428,0.005089044059645765
0.004613740149201179,0.004953241262736978
0.004470836360096222,0.005128982467386796
0.004506242419688069,0.005132175729210888
0.004748145264072888,0.00493460603020325
0.004443663488566673,0.005208619383676928
0.004610852774891521,0.00497492548192338
0.0044035400865840265,0.005063786969653198
0.004466355866340755,0.005131052221570696
0.004242895015192275,0.005143408559034674
0.004392430990883688,0.005152464646617977
0.0042818512678855945,0.005052752770027336
0.004261035117365065,0.004993785317150914
0.004357594208551102,0.0051517133334917685
0.004253870264316599,0.005039475848708226
0.004163037017177866,0.005097642016350007
0.00423791855066812,0.00513256472554438
0.004102840987952793,0.005297617734010731
0.003925892953653218,0.005125167348175024
0.003964128207770132,0.004973252375173021
0.004194107886758588,0.005189861074013978
0.004225700984069077,0.005156299443345289
0.00414096220478821,0.005162242081548487
0.0041718884105128905,0.00536543189224844
0.004089725001708788,0.005324760216231249
0.004242241107320198,0.005239871583346809
0.004018839552593069,0.0052332518812345
0.003905314088602658,0.005280424903470035
0.003943236988215219,0.004990386795632693
0.004133239364390876,0.005151587145935212
0.004128235111608595,0.00517271847977322
0.004072807361150072,0.005259062622540764
0.004182161066402384,0.00516641665611188
0.004215698921736203,0.005020028596021691
0.004026612657166663,0.005119590363370217
0.004076139594675327,0.005156283782871098
0.003761053804092768,0.005059134702635359
0.003966335746377301,0.004989271415207459
0.0039765906472671395,0.005065720893290578
0.0039864435687433095,0.005047661112621426
0.003973671366289562,0.005093877335858284
0.004011730864948156,0.004986596046661844
0.0038809866837675676,0.005186400553021504
0.004067293328366109,0.005145592397382977
0.003937242859911148,0.0051746221126190255
0.003903164698102442,0.004975765936874918
0.0037811097413377494,0.005065085388225864
0.0037745672252764103,0.0050435965918764775
0.0036627899443565986,0.0050085756405047616
0.0037169191568177575,0.0049996059986629655
0.003963830208938037,0.004957379097575132
0.003807063160628891,0.005092700715271794
0.003727815398110115,0.005079559943809801
0.003910697837594618,0.0049646528722832395
0.00401803425887004,0.005244238249843522
0.003857555865075718,0.0051485334275936595
0.0036564684599688668,0.0049621308336452565
0.003786087028530179,0.00496209478956096
0.0037170009364431,0.004964623265728658
0.003747096211731839,0.0049110676589592984
0.003731362212157878,0.005098999742114422
0.0037847409411301824,0.00507092916273645
0.003895263524003783,0.005162480817537527
0.003928497232826186,0.005021773102902332
0.0036268324803459605,0.004787130471394986
0.003849633331378909,0.005036838505683201
0.0037848314020123815,0.005020314719223855
0.0037779932401339417,0.005044755369082702
0.0038293624068705405,0.004948619602019993
0.0038511243243353303,0.004924733922531714
0.0037006516535417967,0.004964618508380895
0.0037118309703307087,0.004874766815681847
0.0036819682957059674,0.005124412190967372
0.003636234840948363,0.004980416833518111
0.0035726627854465627,0.0049285415712059764
0.003510572521814278,0.0049523199803899135
0.0037249249095718064,0.0049703633013580524
0.0035723012184635515,0.00503530396167569
0.0037975572540621164,0.005043518329419348
0.00370619157741011,0.005009132109544411
0.0036765996702522244,0.005011151334726993
0.003667968874290383,0.005050883680696086
0.0037199291631858163,0.004909202623732236
0.0037583006979884947,0.004959990587845749
0.0036465170679195803,0.00490897436512216
0.003585975347276853,0.004958714893543902
0.003656371160834825,0.004885244135725863
0.0038226838359849994,0.004962229606106269
0.003680557428168602,0.004881644996871449
0.003389264154406328,0.004944103927712659
0.0035515986604704743,0.0048525250089183755
0.003723557924116854,0.0049197056216700955
0.0035418878125698387,0.004910688545098719
0.0035816784929103996,0.0050539545220684035
0.0036273284805748538,0.0048339894687642855
0.003519395782872021,0.004826954373025469
0.0036306299509949423,0.0048027772979088584
0.0033919168382781704,0.004834373044420262
0.003582201119461635,0.00479372521026098
0.0033801879946041067,0.004757740929228615
0.0035006174336181207,0.004790003886636422
0.003533465776997967,0.0047715291409392135
0.0034062860308683852,0.004785104782073474
0.003354285463538705,0.004790600367384602
0.0034115616479242334,0.0047355838272036335
0.003432818517709772,0.0047755812190245
0.00329463515227952,0.004759251401398559
0.0033499990181275166,0.004767996576443619
0.0034965769261071067,0.004763419539382567
0.0033266578142081395,0.004761132674899941
0.0033349556414423143,0.00475426484944717
0.0034899334717846038,0.004756208327693903
0.003597059404654872,0.004753402303144032
0.0035986667666837676,0.004756954132712313
0.003470106924041396,0.004738659201646033
0.003476389413256021,0.0047714963089674715
0.0035592992036115557,0.004742526591812469
0.0035535817924684204,0.004726352287000235
0.003346955313721076,0.004741670068695533
0.003571728312214013,0.004733531514410766
0.0033481659370848313,0.004742297092072514
0.0034229396075821246,0.004724027215484149
0.0034721215737058596,0.004753769404844058
0.0032829031018781012,0.00475510989353821
0.00352666329396065,0.004718616881350777
0.003505102878588499,0.004763876047099427
0.003437152416540348,0.0047768352961889944
0.003421420415191829,0.004758091733733915
0.0034541924252827353,0.004745772875351261
0.003393596571040194,0.004748669556551138
0.0033487998744232113,0.004734072501638106
0.0033291627915867533,0.004735360036090929
0.003631712160497701,0.004741518733528804
0.0033912555083353705,0.0047471636260042385
0.0035308881580424145,0.004731100218902741
0.003274432655271827,0.004731592931309525
0.0034383780326136724,0.0047794675435490755
0.0036466055080852135,0.004738123608486993
0.0033926558059950668,0.0047354185754167185
0.003510590152954366,0.00471330724789628
0.0034611998087897594,0.00474922120457097
0.0032704614277067434,0.004731730800312088
0.0033823074066542647,0.004764560474158854
0.0033736456689253754,0.00469709121127974
0.003363557550169173,0.004730503564244326
0.003479150723551913,0.004741791438083259
0.0034528358104531053,0.004736571744730582
0.0034707706117508364,0.004702760850326443
0.0034078482557468267,0.004734312149943138
0.003430372380594514,0.004737920617228564
0.003380269080172388,0.004726923167781562
0.0033985771273649266,0.004729016582310504
0.0034658644357886243,0.004722092956380576
0.003418831291551493,0.004756892580843094
0.0035585124305367063,0.004766672593066279
0.0034123959469602627,0.0047695436952065445
0.0032474904336972908,0.004745907884813389
0.003259880402043056,0.004743117308814306
0.0033755595665931905,0.004685369879007339
0.0034719880160299084,0.004714701615502031
0.003429845780083517,0.0047195561106639855
0.0034176847691565347,0.00470359282073926
0.0033129009573409957,0.004731855816112793
0.003461520098542579,0.004719687559242759
0.00337110045207601,0.004745422570719099
0.0032655692592795404,0.004726776072983535
0.0034997406890805885,0.0047191099539323125
0.003324126468046385,0.0047462439202532476
0.003241710180771493,0.004719690020595278
0.0032870030341049035,0.0046957496506142985
0.0034943546149499563,0.0047355927156322464
0.0034607441655556564,0.004719230640033374
0.003324994047609519,0.004744711380489931
0.0035420368267159883,0.004703195834038209
0.0032858566289172084,0.004730076744810355
0.0033239796168493983,0.004701256222680819
0.0033325872219288023,0.004707832116519614
0.003262542435253153,0.004683896999007889
0.0033631091512942397,0.004697242898068258
0.0034641539795184826,0.004717231940059942
0.003196869016035783,0.004735138467798124
0.0034229642968168672,0.004716513962579929
0.003262178076203076,0.004745142499213012
0.003402964003244732,0.004735276202804276
0.00339606464555373,0.004698720197098292
0.0034734194721317006,0.004706390873928155
0.0032814454204928714,0.004690599549865844
0.0034333952727923995,0.004736647314905208
0.003448769747323933,0.004729183093283553
0.003333708290707599,0.004692599640170834
0.0032341685120751257,0.004696523101658238
0.003320092923913886,0.00469569075966672
0.003291928107362418,0.004719197570479342
0.0033029288351282375,0.004697152683321311
